date,content,region,importance,Epidemic_Policy,Economic_Policy,weight,type1,type2,comment,global
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,比利时,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,德国,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,俄罗斯,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,法国,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,菲律宾,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,韩国,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,加拿大,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,马来西亚,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,美国,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,挪威,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,日本,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,泰国,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,西班牙,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,香港,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,新加坡,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,新西兰,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,以色列,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,意大利,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,印度,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,印度尼西亚,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,英国,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-27,巴塞尔协议III标准执行时间推迟一年至2023年1月1日,中国,3,0,1,0.5,经济,银行规则修改,巴塞尔委员会,1
2020-03-02,欧盟将新型冠状病毒风险级别由“中等”提升至“高”级别,奥地利,3,1,0,0.5,隔离,政府应急响应,欧盟,1
2020-03-02,欧盟将新型冠状病毒风险级别由“中等”提升至“高”级别,比利时,3,1,0,0.5,隔离,政府应急响应,欧盟,1
2020-03-02,欧盟将新型冠状病毒风险级别由“中等”提升至“高”级别,德国,3,1,0,0.5,隔离,政府应急响应,欧盟,1
2020-03-02,欧盟将新型冠状病毒风险级别由“中等”提升至“高”级别,法国,3,1,0,0.5,隔离,政府应急响应,欧盟,1
2020-03-02,欧盟将新型冠状病毒风险级别由“中等”提升至“高”级别,西班牙,3,1,0,0.5,隔离,政府应急响应,欧盟,1
2020-03-02,欧盟将新型冠状病毒风险级别由“中等”提升至“高”级别,意大利,3,1,0,0.5,隔离,政府应急响应,欧盟,1
2020-03-21,欧盟委员会将放松财政赤字规则，考虑发行“冠状病毒债券”,奥地利,3,0,1,0.5,经济,发债,欧盟,1
2020-03-21,欧盟委员会将放松财政赤字规则，考虑发行“冠状病毒债券”,比利时,3,0,1,0.5,经济,发债,欧盟,1
2020-03-21,欧盟委员会将放松财政赤字规则，考虑发行“冠状病毒债券”,德国,3,0,1,0.5,经济,发债,欧盟,1
2020-03-21,欧盟委员会将放松财政赤字规则，考虑发行“冠状病毒债券”,法国,3,0,1,0.5,经济,发债,欧盟,1
2020-03-21,欧盟委员会将放松财政赤字规则，考虑发行“冠状病毒债券”,西班牙,3,0,1,0.5,经济,发债,欧盟,1
2020-03-21,欧盟委员会将放松财政赤字规则，考虑发行“冠状病毒债券”,意大利,3,0,1,0.5,经济,发债,欧盟,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,奥地利,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,比利时,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,德国,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,俄罗斯,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,法国,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,挪威,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,西班牙,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,意大利,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-17,欧足联宣布：今夏欧洲杯推迟至2021年举行,英国,3,1,0,0.5,隔离,体育赛事取消或延期,欧足联,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,奥地利,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,比利时,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,德国,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,俄罗斯,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,法国,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,挪威,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,西班牙,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,意大利,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-18,欧洲央行宣布7500亿欧元的应对新冠病毒大流行的资产购买计划，购买计划覆盖私人和公共部门的证券,英国,3,0,1,0.5,经济,公开市场操作,欧洲央行,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,阿根廷,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,奥地利,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,澳大利亚,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,巴西,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,比利时,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,德国,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,俄罗斯,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,法国,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,菲律宾,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,韩国,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,加拿大,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,马来西亚,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,美国,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,挪威,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,日本,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,泰国,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,西班牙,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,香港,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,新加坡,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,新西兰,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,以色列,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,意大利,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,印度,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,印度尼西亚,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,英国,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-19,ATP、WTA发布联合声明 2020网球赛季暂推迟至6月7日,中国,3,1,0,0.5,隔离,体育赛事取消或延期,ATP&WTA,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,奥地利,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,比利时,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,德国,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,俄罗斯,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,法国,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,挪威,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,西班牙,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,意大利,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-12,欧洲央行维持利率不变，加码量宽，为银行提供暂时资本缓解,英国,3,0,1,0.5,经济,利率调整,欧洲央行,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,阿根廷,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,澳大利亚,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,巴西,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,德国,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,俄罗斯,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,法国,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,韩国,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,加拿大,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,美国,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,日本,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,意大利,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,印度,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,印度尼西亚,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,英国,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-26,G20应对新冠肺炎特别峰会闭幕 将启动价值5万亿美元的提振经济计划,中国,3,0,1,0.5,经济,财政刺激政策,G20,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,阿根廷,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,奥地利,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,澳大利亚,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,巴西,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,比利时,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,德国,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,俄罗斯,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,法国,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,菲律宾,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,韩国,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,加拿大,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,马来西亚,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,美国,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,挪威,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,日本,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,泰国,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,西班牙,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,香港,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,新加坡,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,新西兰,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,以色列,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,意大利,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,印度,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,印度尼西亚,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,英国,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-02,国际货币基金组织、世界银行：随时准备向欠发达国家提供帮助,中国,3,0,1,0.5,经济,财政刺激政策,IMF,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,阿根廷,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,奥地利,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,澳大利亚,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,巴西,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,比利时,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,德国,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,俄罗斯,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,法国,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,菲律宾,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,韩国,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,加拿大,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,马来西亚,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,美国,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,挪威,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,日本,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,泰国,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,西班牙,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,香港,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,新加坡,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,新西兰,3,0,1,0.5,经济,财政刺激政策,WB,1
2020-03-04,世行宣布提供最高达120亿美元资金应对新冠肺炎疫情,以色列,3,0,1,0.5,经济,财政刺激政策,WB,1
